"","player_api_id","player_fifa_api_id","id","player_name","birthday","height","weight","date","overall_rating","potential","preferred_foot","attacking_work_rate","defensive_work_rate","crossing","finishing","heading_accuracy","short_passing","volleys","dribbling","curve","free_kick_accuracy","long_passing","ball_control","acceleration","sprint_speed","agility","reactions","balance","shot_power","jumping","stamina","strength","long_shots","aggression","interceptions","positioning","vision","penalties","marking","standing_tackle","sliding_tackle","gk_diving","gk_handling","gk_kicking","gk_positioning","gk_reflexes","left_foot","attack_high","attack_medium","defend_high","defend_medium"
"2",2752,135819,2639,"Diego Mainz","1982-12-29 00:00:00",1.06244333960593,0.440842058132625,"2015-10-16",0.372730293865958,-0.161779216021891,"right","medium","medium",-0.871739282715668,-0.463005339381911,1.43122521998099,-0.297135280543352,-1.3642563270156,-1.00697464913723,-1.05522402410011,-1.60260239844587,0.241678772965932,-0.411465593237711,-2.44503416329952,-2.0682921499101,-2.27837909801932,-0.34378862452638,-1.8413383445854,-0.108249222076137,-1.09268529620771,-0.29560406619526,1.40885285972253,-1.71050422637703,1.34743219418163,0.944873398849358,-1.02897771871954,-0.134401444277394,-0.95954729381446,1.07234599154783,0.98778678493606,67,-0.225620091150661,-0.524553468635996,-0.468690606451942,-0.341933242464246,-0.00383408802070811,0,0,1,0,1
"3",2768,110019,5319,"Jose Dorado","1982-07-10 00:00:00",-0.261562741490978,-1.05196386755147,"2016-03-17",0.826395056832256,0.305903891522293,"left","medium","medium",-0.598653425415551,-0.209180516226936,0.856638750690594,0.82870077389686,-0.934099364088435,-0.84415268391449,-0.154925905904094,-1.43944117461808,0.17371413258165,-0.0348454148324424,-1.08940379283596,-1.01973877851638,-0.545749481672165,1.23278909139072,-0.238666243290818,-1.22173403095228,1.0172403912548,-1.51976831053813,0.309159006036619,-1.71050422637703,0.209786168235421,1.41638517667451,-0.723502951731412,0.203419507341845,-2.323095604026,1.3188110097635,1.11051013835073,78.6,-0.225620091150661,-0.0371570498119498,-0.154157793425066,-0.104553493716484,-0.337499722585509,1,0,1,0,1
"7",2802,179591,8249,"Pablo Hernandez","1985-04-11 00:00:00",-1.58556882258789,-0.678762386130444,"2015-11-19",1.02082281238924,0.506339509041229,"right","high","medium",1.1490960613052,1.11070856417893,-0.235075540961168,0.486674630775783,0.894067728351997,1.38108084079633,1.59271161765287,1.55184792889152,0.785395896040192,1.09501512038336,0.842429257136789,0.737695745368867,1.33126593603725,0.262587420057121,1.16974257299836,0.829422195924826,-0.0377224524764527,-0.501923882657541,-1.46726952684062,1.24988907495731,-0.448851004680807,-0.113622428921401,0.95660826670329,1.14931817187571,1.14775464014884,-0.248002320321829,-0.195616980134024,36,-0.168614394110984,0.0237675025410559,-0.405784043846567,-0.401278179651187,-0.504332539867909,0,1,0,0,1
"8",2805,190156,9282,"Ruben Perez","1989-04-26 00:00:00",-0.702898101856612,-0.678762386130444,"2016-04-28",0.966815102512301,0.951751992416644,"right","medium","medium",-0.125304606095348,-0.276867135734929,-0.0243938355546879,1.08047001813876,-1.16710105234065,-0.0662255167391613,0.14517346682791,0.50036448644572,0.830705656296381,0.561469867642566,-0.030242850833575,-0.209940517510432,-0.124624227698898,1.05087627801567,0.477679620166607,1.04430522921671,0.563020277981622,0.770381652193191,0.718019541381379,0.972893210504974,1.22767998092414,1.55431039059616,0.226862990009429,1.26192515574879,-0.174474024298722,0.573547740397069,1.32381501452386,64.6666666666667,-0.292126737696951,-0.473783008341824,-0.164642220525962,-0.411169002515677,-0.0687135169638638,0,0,1,0,1
"12",2973,48738,10510,"Ugur Inceman","1981-05-25 00:00:00",0.179772618874657,0.590122650701035,"2016-01-14",-0.194350659841914,-0.746383100452121,"right","medium","medium",0.643887225299981,0.399999059345005,0.282052281400193,0.682627108605567,0.517680385790732,0.132779107421969,0.321702509611442,0.844815958971067,0.921325176808757,0.655624912243883,-0.90291495880394,-0.222247481963411,0.0317937237768865,0.383862628973822,-0.894304830184055,0.536399877799525,-1.00477172589677,0.0740522716329931,0.372602882210806,0.990205452033245,0.793578207865715,0.872703228774079,0.453847712701996,0.608804649284931,0.032124204521209,0.588218277195621,0.461829556016022,50.25,-0.453642879309369,-0.46362891628299,-0.279970918635817,-0.282588305277306,-0.559943478962043,0,0,1,0,1
"14",2983,154472,5283,"Jorge Molina","1982-04-22 00:00:00",1.06244333960593,1.78436739124831,"2015-10-16",0.77778811794301,0.255794987142559,"right","medium","medium",-0.325567568115434,1.36453338733391,1.43122521998099,0.0591419518744369,1.48553355237684,0.0785051190143881,0.109867658271204,0.57288058592474,-0.302038350108327,0.655624912243883,-1.87122236627791,-1.10834892257782,-1.19548558780235,1.11151388247402,-2.27843073584755,1.23965344130025,-0.301463163409266,0.0482622945752081,1.91640386911602,0.990205452033245,0.86842334115165,-0.498530002656222,1.51664533951486,0.0682911266941493,1.51963145202471,-0.776141645069692,-0.85306351628407,19,-0.567654273388722,-0.0980816021649555,-0.468690606451942,-0.163898430903424,-0.115055966208975,0,0,1,0,1
"25",3517,109416,471,"Alexandr Kerzhakov","1982-11-27 00:00:00",-1.14423346222225,-0.00699971957260257,"2016-04-14",1.06132859479695,0.548096929357675,"right","high","medium",0.862355911140075,1.07263484070569,0.842274088958334,0.967648894539798,1.0957038047241,0.607676505988303,0.732132534083155,1.64702530945773,0.836369376328404,0.953782553481387,0.710930720319337,0.885379318804602,0.609336929225938,1.20247028916155,0.489821075479445,1.22500232539398,1.36889467249855,0.821961606308761,0.0553835013398708,1.05512635776426,1.03308263438071,-0.799239044636552,1.35117984072962,1.26755550494245,1.62809552215518,-0.303016833316398,-1.30231864931994,21.25,-0.182865818370903,-0.113312740253207,-0.16988443407641,-0.00069985363933754,-0.240180579170775,0,1,0,0,1
"38",5202,112352,8857,"Remy Gomis","1984-02-14 00:00:00",-0.261562741490978,-0.380201200993626,"2016-05-05",0.291718729050548,-0.245294056654781,"right","low","high",-0.10709888227534,0.196939200821025,0.569345516045393,0.486674630775783,-0.0200158178682188,-0.0843168462083551,-0.79043045992481,0.355332287487679,0.581501974887345,0.404544793307037,-0.831188484176239,-1.69908321632076,-1.70083589257027,0.201949815598771,0.344123611725392,0.565702109612055,-0.169592807942859,0.839154924347284,1.23966918992469,0.626648379939553,1.37737024749601,1.1613839090752,-0.265290801249221,0.406112078313388,-0.277773138708687,0.544206666799966,1.05353143855106,69,0.00240269700804652,-0.524553468635996,-0.0912512308196912,-0.282588305277306,-0.448721600773776,0,0,0,1,0
"44",5272,169584,3676,"Gary Coulibaly","1986-03-30 00:00:00",0.621107979240291,1.6350867986799,"2016-04-21",-0.372576102435815,-0.930115749844478,"right","medium","medium",0.0567526321047297,-0.00612065770295552,0.442936492801505,0.386917005698802,0.195062663595361,-0.116881239252904,0.31111076704443,0.246558138269149,0.581501974887345,0.115802656529665,-0.659044945069756,-0.591456415552748,-0.545749481672165,-0.22251341560968,-0.675758634552976,0.149610417874128,-0.00255702435207704,0.337110037622401,1.40885285972253,0.366964757015488,0.56904280800791,0.8005330586988,-0.214378340084533,0.608804649284931,0.342021547751105,0.632229887591277,0.733574124291375,61,-0.225620091150661,-0.219930706870967,-0.531597169057317,-0.579312991212009,-0.281888783491376,0,0,1,0,1
"48",5610,137960,10888,"Yann Jouffre","1984-07-23 00:00:00",-1.14423346222225,-1.87300712667772,"2016-02-25",0.85879968275842,0.339309827775449,"left","high","medium",1.36756474714529,0.806118776392965,0.339510928329233,1.05671820264425,0.732758867254312,0.838340956720523,0.957207063632158,1.49746085428225,1.26114837873017,0.906705031180728,0.101255685983877,0.516170385215264,0.537144028544806,1.35406430030742,0.78121600298755,0.360586486924345,-1.5322531477624,-0.226830794041166,-1.80563686643628,0.782458553693993,-0.0297182582795708,0.126944804662863,0.95660826670329,1.28444655252341,1.20973410879482,0.104090562843413,0.023531865249325,41,-0.282625788190338,0.0237675025410559,-0.594503731662693,-0.223243368090365,-0.337499722585509,1,1,0,0,1
